Question id	Question name	Choice name	Assumption q id	Assumption q name	Assumption choice name	exposure
726	Will the first piece of debris from MH370 be found along the 7th arc by January 1, 2016?	No, but debris will be found elsewhere				-1.447
726	Will the first piece of debris from MH370 be found along the 7th arc by January 1, 2016?	No debris from MH370 be found by January 1, 2016				-1.447
727	MH370 search: How many days after the Australian contracted search begins, will MH370 wreckage be found? 	False				-0.0
727	MH370 search: How many days after the Australian contracted search begins, will MH370 wreckage be found? 	True				0.0
728	MH370 search contract: What will be the value of the winning bid, in AUD, for the awarded Australian government RFT No. 570-04 contract?	False				0.0
728	MH370 search contract: What will be the value of the winning bid, in AUD, for the awarded Australian government RFT No. 570-04 contract?	True				0.0
731	At its initial launch, will the range of Tesla's Gen 3 electric car be greater than 150 miles? 	False				0.0
731	At its initial launch, will the range of Tesla's Gen 3 electric car be greater than 150 miles? 	True				0.0
734	Will physicists find any difference in the magnetic moments of the antiproton and the proton when they achieve a direct high-precision measurement of the antiproton?	False				0.0
734	Will physicists find any difference in the magnetic moments of the antiproton and the proton when they achieve a direct high-precision measurement of the antiproton?	True				0.0
737	Will the Hubble telescope identify a suitable Kuiper belt object for NASA's New Horizon's space probe to investigate after its flyby of Pluto before October 1, 2014?	False				0.0
737	Will the Hubble telescope identify a suitable Kuiper belt object for NASA's New Horizon's space probe to investigate after its flyby of Pluto before October 1, 2014?	True				0.0
740	If the icy surface of Pluto's giant moon Charon is cracked, analysis of the fractures could reveal if its interior was warm, perhaps warm enough to have maintained a subterranean ocean of liquid water. Will researchers observe cracks in Charon’s surface?	False				0.0
740	If the icy surface of Pluto's giant moon Charon is cracked, analysis of the fractures could reveal if its interior was warm, perhaps warm enough to have maintained a subterranean ocean of liquid water. Will researchers observe cracks in Charon’s surface?	True				0.0
741	Will Nissan begin sales of the zero emissions e-NV200 van in the United States by June 2015?	False				-20.533
741	Will Nissan begin sales of the zero emissions e-NV200 van in the United States by June 2015?	True				25.468
742	Will Solar Roadways be installed on any public roadway in the U.S. for public use by 2020?	False				0.0
742	Will Solar Roadways be installed on any public roadway in the U.S. for public use by 2020?	True				0.0
743	Engineered water nanostructures have been shown to remove up to 63% of dangerous airborne pathogens without toxic residue. What will be the next highest reported efficiency of this technology to be published?	False				0.0
743	Engineered water nanostructures have been shown to remove up to 63% of dangerous airborne pathogens without toxic residue. What will be the next highest reported efficiency of this technology to be published?	True				0.0
744	A NASA research team is currently conducting a small, low-budget experiment attempting to create a warp in spacetime. Will NASA's White–Juday warp-field interferometer experiment create a a microscopic instance of a warping of spacetime before 2020?	False				0.0
744	A NASA research team is currently conducting a small, low-budget experiment attempting to create a warp in spacetime. Will NASA's White–Juday warp-field interferometer experiment create a a microscopic instance of a warping of spacetime before 2020?	True				0.0
745	A recent analysis of the nitrogen in Titan's atmosphere found the moon's atmospheric nitrogen originated in conditions similar to ancient comets from the Oort cloud. Will New Horizon's analysis of Pluto's atmospheric nitrogen find similar conditions?	False				0.0
745	A recent analysis of the nitrogen in Titan's atmosphere found the moon's atmospheric nitrogen originated in conditions similar to ancient comets from the Oort cloud. Will New Horizon's analysis of Pluto's atmospheric nitrogen find similar conditions?	True				0.0
746	Will researchers observe neutrinoless double-β decay to verify the Majorana nature of the neutrino by January 1, 2017?	False				0.0
746	Will researchers observe neutrinoless double-β decay to verify the Majorana nature of the neutrino by January 1, 2017?	True				0.0
748	What will be the peak percentage of users accessing Google via IPv6 at the end of January 2015?	False				0.0
748	What will be the peak percentage of users accessing Google via IPv6 at the end of January 2015?	True				0.0
753	Will Cambodia have more threatened species than the Solomon Islands on the next published IUCN Red List of Threatened Species?	False				0.0
753	Will Cambodia have more threatened species than the Solomon Islands on the next published IUCN Red List of Threatened Species?	True				0.0
756	How tall will Kingdom Tower in Saudi Arabia be when completed?	False				5.55
756	How tall will Kingdom Tower in Saudi Arabia be when completed?	True				-16.046
757	Will a smartphone that incorporates a temperature sensor in the glass be publically available by Jan 1 2017?	False				0.0
757	Will a smartphone that incorporates a temperature sensor in the glass be publically available by Jan 1 2017?	True				0.0
760	Which of the following battery types mentioned in the C&EN July 2014 issue will be the first to be used in an electric car sold by 2020?	Sodium-Ion (Na-ion)				0.0
760	Which of the following battery types mentioned in the C&EN July 2014 issue will be the first to be used in an electric car sold by 2020?	Lithium Sulfur (Li-S)				0.0
760	Which of the following battery types mentioned in the C&EN July 2014 issue will be the first to be used in an electric car sold by 2020?	Lithium Air (Li-air)				0.0
760	Which of the following battery types mentioned in the C&EN July 2014 issue will be the first to be used in an electric car sold by 2020?	Solid State Lithium-Ion				0.0
760	Which of the following battery types mentioned in the C&EN July 2014 issue will be the first to be used in an electric car sold by 2020?	None of the above will be used prior to 2020				0.0
764	Will SpaceX be selected for the next phase of NASA's Commercial Crew Development program, aimed at developing the so-called 'space taxi'?	False				-4.11
764	Will SpaceX be selected for the next phase of NASA's Commercial Crew Development program, aimed at developing the so-called 'space taxi'?	True				3.051
766	Will Boeing be selected for the next phase of NASA's Commercial Crew Development program, aimed at developing the so-called 'space taxi'?	False				-11.38
766	Will Boeing be selected for the next phase of NASA's Commercial Crew Development program, aimed at developing the so-called 'space taxi'?	True				13.434
769	Will Boeing successfully complete a manned test flight of its CST-100 spacecraft before the end of June 2017?	False				0.0
769	Will Boeing successfully complete a manned test flight of its CST-100 spacecraft before the end of June 2017?	True				0.0
770	Will Sierra Nevada successfully complete a manned test flight of its Dream Chaser spacecraft before the end of June 2017?	False				0.0
770	Will Sierra Nevada successfully complete a manned test flight of its Dream Chaser spacecraft before the end of June 2017?	True				0.0
772	Will a NASA-funded 'space taxi' transport astronauts to the International Space Station before the end of 2017?	False				43.437
772	Will a NASA-funded 'space taxi' transport astronauts to the International Space Station before the end of 2017?	True				8.055
774	Before the end of 2015, will a lab experiment provide a practical demonstration of Breit and Wheeler's theory of turning light into matter?	False				0.0
774	Before the end of 2015, will a lab experiment provide a practical demonstration of Breit and Wheeler's theory of turning light into matter?	True				0.0
776	Will there be more than 50 public hydrogen fueling stations in the US by the end of 2015?	False				0.0
776	Will there be more than 50 public hydrogen fueling stations in the US by the end of 2015?	True				0.0
777	IBM recently signed a 10-year agreement to help China clean up its pollution problems by using its big data analytics technology. Will Beijing be able to achieve its goal of a 25% reduction in fine particulate matter (PM2.5) air pollution by the end of 2017?	False				0.0
777	IBM recently signed a 10-year agreement to help China clean up its pollution problems by using its big data analytics technology. Will Beijing be able to achieve its goal of a 25% reduction in fine particulate matter (PM2.5) air pollution by the end of 2017?	True				0.0
778	When Toyota releases its first hydrogen fuel cell car (FCV) on the US market, will its price be below $80,000?	False				0.0
778	When Toyota releases its first hydrogen fuel cell car (FCV) on the US market, will its price be below $80,000?	True				0.0
786	Will Apple's iTV be available to US consumers before the end of 2014?	False				0.0
786	Will Apple's iTV be available to US consumers before the end of 2014?	True				0.0
787	Will the first generation of Apple's iTV have an OLED display?	False				1.937
787	Will the first generation of Apple's iTV have an OLED display?	True				-5.658
788	Will a rollable OLED TV be demonstrated at any of the next three Consumer Electronics Shows (i.e 2015-2017)?	False				-6.899
788	Will a rollable OLED TV be demonstrated at any of the next three Consumer Electronics Shows (i.e 2015-2017)?	True				4.996
789	Before the end of 2015, will a curved 55" OLED TV be for sale in the U.S. with a suggested retail price under $5,000?	False				6.559
789	Before the end of 2015, will a curved 55" OLED TV be for sale in the U.S. with a suggested retail price under $5,000?	True				-5.153
791	Will a clinical trial using selenized milk protein supplements for cancer treatment start recruiting participants before the end of 2014?	False				0.0
791	Will a clinical trial using selenized milk protein supplements for cancer treatment start recruiting participants before the end of 2014?	True				0.0
792	According to the World Health Organization, will overall life expectancy in the United States reach 80 years in 2014?	False				0.0
792	According to the World Health Organization, will overall life expectancy in the United States reach 80 years in 2014?	True				0.0
793	Before the end of 2015, will Merck submit an IND for an intranasal respiratory syncytial virus (RSV) vaccine using nanoemulsion adjuvant technology?	False				0.0
793	Before the end of 2015, will Merck submit an IND for an intranasal respiratory syncytial virus (RSV) vaccine using nanoemulsion adjuvant technology?	True				0.0
794	Will an IND for an intranasal flu vaccine using nanoemulsion adjuvant technology be filed before the end of 2015?	False				0.0
794	Will an IND for an intranasal flu vaccine using nanoemulsion adjuvant technology be filed before the end of 2015?	True				0.0
796	Will a downdraft energy tower that can generate a net positive amount of energy be built in the U.S. by the end of 2019?	False				0.0
796	Will a downdraft energy tower that can generate a net positive amount of energy be built in the U.S. by the end of 2019?	True				0.0
797	Will a utility install a quinone-based organic battery for energy storage by January 1, 2017?	False				0.0
797	Will a utility install a quinone-based organic battery for energy storage by January 1, 2017?	True				0.0
798	Will Google's 'Smart' Contact Lens be commercially available by 2020?	False				0.0
798	Will Google's 'Smart' Contact Lens be commercially available by 2020?	True				0.0
799	When will a brain computer interface (BCI) that can translate brain signals to audible speech be commercially available?	By December 31, 2016				0.0
799	When will a brain computer interface (BCI) that can translate brain signals to audible speech be commercially available?	Between January 1, 2017 - December 31, 2017				0.0
799	When will a brain computer interface (BCI) that can translate brain signals to audible speech be commercially available?	Between January 1, 2018 - December 31, 2018				0.0
799	When will a brain computer interface (BCI) that can translate brain signals to audible speech be commercially available?	Between January 1, 2019 - December 31, 2019				0.0
799	When will a brain computer interface (BCI) that can translate brain signals to audible speech be commercially available?	Will not occur by January 1, 2020				0.0
801	By the end of 2015, will there be more than 2,500 CHAdeMO quick charging stations for battery electric vehicles in Japan?	False				0.0
801	By the end of 2015, will there be more than 2,500 CHAdeMO quick charging stations for battery electric vehicles in Japan?	True				0.0
802	By the end of 2015, will there more than 1,000 CHAdeMO quick charging stations for battery electric vehicles in the U.S.?	False				0.0
802	By the end of 2015, will there more than 1,000 CHAdeMO quick charging stations for battery electric vehicles in the U.S.?	True				0.0
803	By the end of 2015, will there be more than 5,000 CHAdeMO quick charging stations for battery electric vehicles in the world?	False				0.0
803	By the end of 2015, will there be more than 5,000 CHAdeMO quick charging stations for battery electric vehicles in the world?	True				0.0
814	By the end of 2014, will the total number of cases of Ebola virus infection in West Africa reach 2,000?	False				0.0
814	By the end of 2014, will the total number of cases of Ebola virus infection in West Africa reach 2,000?	True				0.0
815	Will the 2014 West Africa Ebola outbreak lead to confirmed cases in 5 or more African countries by the end of the calendar year?	False				0.0
815	Will the 2014 West Africa Ebola outbreak lead to confirmed cases in 5 or more African countries by the end of the calendar year?	True				0.0
816	Will a "nano nose" mobile explosive detection device be available for purchase in Israel before the end of June 2015?	False				0.0
816	Will a "nano nose" mobile explosive detection device be available for purchase in Israel before the end of June 2015?	True				0.0
817	Will a "nano nose" mobile explosive detection device be available for purchase in the US by the end of 2015?	False				0.0
817	Will a "nano nose" mobile explosive detection device be available for purchase in the US by the end of 2015?	True				0.0
818	In January 2015, will Beijing's monthly average PM2.5 concentration be below 110 micrograms per cubic meter?	False				0.0
818	In January 2015, will Beijing's monthly average PM2.5 concentration be below 110 micrograms per cubic meter?	True				0.0
819	In January 2015, will Beijing have at least one hour with a PM2.5 level above 700 micrograms per cubic meter, as reported by the US Embassy in Beijing?	False				0.0
819	In January 2015, will Beijing have at least one hour with a PM2.5 level above 700 micrograms per cubic meter, as reported by the US Embassy in Beijing?	True				0.0
821	Will the second generation dark matter detector LUX-Zeplin (LZ) start to hunt for WIMPs before the end of 2017?	False				0.0
821	Will the second generation dark matter detector LUX-Zeplin (LZ) start to hunt for WIMPs before the end of 2017?	True				0.0
822	When Google Glass is released to the general public, what will its intial price be?	False				0.0
822	When Google Glass is released to the general public, what will its intial price be?	True				0.0
825	Singlet fission transforms an excited singlet state into a pair of triplet excitons and can potentially boost the efficiency of solar energy conversion. Will an inorganic solar cell exceed the Shockley–Queisser limit of 33% using singlet fission by 2017?	False				0.0
825	Singlet fission transforms an excited singlet state into a pair of triplet excitons and can potentially boost the efficiency of solar energy conversion. Will an inorganic solar cell exceed the Shockley–Queisser limit of 33% using singlet fission by 2017?	True				0.0
838	How many concussions will be sustained in the 2014 NFL season?	False				-2.915
838	How many concussions will be sustained in the 2014 NFL season?	True				2.857
739	SciCast Ad Engagement:  Over 3,800 people registered using SciCast's referral id 'bannerad' or 'Community' around 21-JUN-2014.  What proportion will trade between 30 & 37 days after their account creation?	False				580.923
739	SciCast Ad Engagement:  Over 3,800 people registered using SciCast's referral id 'bannerad' or 'Community' around 21-JUN-2014.  What proportion will trade between 30 & 37 days after their account creation?	True				-937.904
555	What percentage of Japan’s electricity generation in 2015 will come from nuclear power?	No nuclear generation				-23.974
555	What percentage of Japan’s electricity generation in 2015 will come from nuclear power?	Less than 2 percent				16.748
555	What percentage of Japan’s electricity generation in 2015 will come from nuclear power?	from 2 percent up to 5 percent				31.532
555	What percentage of Japan’s electricity generation in 2015 will come from nuclear power?	from 5 percent up to 10 percent				-36.384
555	What percentage of Japan’s electricity generation in 2015 will come from nuclear power?	from 10 percent up to 20 percent				-22.365
555	What percentage of Japan’s electricity generation in 2015 will come from nuclear power?	over 20 percent				-28.658
747	How many states will report at least one case of a West Nile virus human neuroinvasive disease by 1-AUG-2014?	False				-23.829
747	How many states will report at least one case of a West Nile virus human neuroinvasive disease by 1-AUG-2014?	True				91.454
473	What will be the 2013 estimated vaccination coverage of HPV for females aged 13-17 in the state of Colorado?	False				24.571
473	What will be the 2013 estimated vaccination coverage of HPV for females aged 13-17 in the state of Colorado?	True				-8.646
645	Which team will win the 2014 AUVSI RoboBoat Competition?	Cedarville University				5.618
645	Which team will win the 2014 AUVSI RoboBoat Competition?	Diponegoro University				5.618
645	Which team will win the 2014 AUVSI RoboBoat Competition?	Embry-Riddle Aeronautical University				5.618
645	Which team will win the 2014 AUVSI RoboBoat Competition?	Florida Atlantic University				5.618
645	Which team will win the 2014 AUVSI RoboBoat Competition?	Georgia Institute of Technology				-30.757
645	Which team will win the 2014 AUVSI RoboBoat Competition?	National Cheng Kung University				-30.173
645	Which team will win the 2014 AUVSI RoboBoat Competition?	Old Dominion University				5.618
645	Which team will win the 2014 AUVSI RoboBoat Competition?	Old Dominion University MET				5.618
645	Which team will win the 2014 AUVSI RoboBoat Competition?	University of Central Florida				5.618
645	Which team will win the 2014 AUVSI RoboBoat Competition?	The University of Florida				-19.641
645	Which team will win the 2014 AUVSI RoboBoat Competition?	The University of Texas at Arlington				5.618
645	Which team will win the 2014 AUVSI RoboBoat Competition?	University of Hawaii Manoa				5.618
645	Which team will win the 2014 AUVSI RoboBoat Competition?	University of Michigan				35.319
645	Which team will win the 2014 AUVSI RoboBoat Competition?	University of Rhode Island				5.618
645	Which team will win the 2014 AUVSI RoboBoat Competition?	Villanova University				5.618
645	Which team will win the 2014 AUVSI RoboBoat Competition?	Virginia Tech				27.888
568	A “smart city” runs important systems—transit, water, power, trash removal—entirely by computers. When will a city with a population of at least one million people adopt smart city technology?	July - December 2014				-0.102
568	A “smart city” runs important systems—transit, water, power, trash removal—entirely by computers. When will a city with a population of at least one million people adopt smart city technology?	January - June 2015				-96.717
568	A “smart city” runs important systems—transit, water, power, trash removal—entirely by computers. When will a city with a population of at least one million people adopt smart city technology?	July - December 2015				-343.764
568	A “smart city” runs important systems—transit, water, power, trash removal—entirely by computers. When will a city with a population of at least one million people adopt smart city technology?	January - June 2016				87.466
568	A “smart city” runs important systems—transit, water, power, trash removal—entirely by computers. When will a city with a population of at least one million people adopt smart city technology?	July - December 2016				-225.578
568	A “smart city” runs important systems—transit, water, power, trash removal—entirely by computers. When will a city with a population of at least one million people adopt smart city technology?	January - June 2017				87.466
568	A “smart city” runs important systems—transit, water, power, trash removal—entirely by computers. When will a city with a population of at least one million people adopt smart city technology?	July - December 2017				87.466
568	A “smart city” runs important systems—transit, water, power, trash removal—entirely by computers. When will a city with a population of at least one million people adopt smart city technology?	January - June 2018				87.466
568	A “smart city” runs important systems—transit, water, power, trash removal—entirely by computers. When will a city with a population of at least one million people adopt smart city technology?	July - December 2018				-49.136
568	A “smart city” runs important systems—transit, water, power, trash removal—entirely by computers. When will a city with a population of at least one million people adopt smart city technology?	January - June 2019				-61.166
568	A “smart city” runs important systems—transit, water, power, trash removal—entirely by computers. When will a city with a population of at least one million people adopt smart city technology?	July - December 2019				-156.062
568	A “smart city” runs important systems—transit, water, power, trash removal—entirely by computers. When will a city with a population of at least one million people adopt smart city technology?	Will not occur before January 1, 2020				116.591
